Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
Rahimi Gorji S.; Granmo O.-C.,"Rahimi Gorji, Saeed (57212535261); Granmo, Ole-Christoffer (6506017367)",57212535261; 6506017367,Off-policy and on-policy reinforcement learning with the Tsetlin machine,2023,Applied Intelligence,53,8,,8596,8613,17,2,10.1007/s10489-022-04297-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147348627&doi=10.1007%2fs10489-022-04297-3&partnerID=40&md5=f938e12f05fe548107f9558d17b785c6,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85147348627
Li X.; Lei H.; Zhang L.; Wang M.,"Li, Xin (56017148700); Lei, Haojie (58339197000); Zhang, Li (58436805500); Wang, Mingzhong (55899236200)",56017148700; 58339197000; 58436805500; 55899236200,Differentiable Logic Policy for Interpretable Deep Reinforcement Learning: A Study From an Optimization Perspective,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,45,10,,11654,11667,13,3,10.1109/TPAMI.2023.3285634,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162617581&doi=10.1109%2fTPAMI.2023.3285634&partnerID=40&md5=1fbc67dd9ae1259a44540407e9ed740b,Article,Final,,Scopus,2-s2.0-85162617581
Zhang W.; Valencia A.; Chang N.-B.,"Zhang, Wei (57226782255); Valencia, Andrea (57205142366); Chang, Ni-Bin (7202467963)",57226782255; 57205142366; 7202467963,Synergistic Integration Between Machine Learning and Agent-Based Modeling: A Multidisciplinary Review,2023,IEEE Transactions on Neural Networks and Learning Systems,34,5,,2170,2190,20,30,10.1109/TNNLS.2021.3106777,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114708523&doi=10.1109%2fTNNLS.2021.3106777&partnerID=40&md5=42aaae9983a7f7215c97d08328ddd372,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85114708523
Song Z.; Wang Y.; Qian P.; Song S.; Coenen F.; Jiang Z.; Su J.,"Song, Zitao (57225052956); Wang, Yining (57203907062); Qian, Pin (57963056400); Song, Sifan (57207760100); Coenen, Frans (7004902559); Jiang, Zhengyong (57217047896); Su, Jionglong (57045140900)",57225052956; 57203907062; 57963056400; 57207760100; 7004902559; 57217047896; 57045140900,From deterministic to stochastic: an interpretable stochastic model-free reinforcement learning framework for portfolio optimization,2023,Applied Intelligence,53,12,,15188,15203,15,4,10.1007/s10489-022-04217-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141744916&doi=10.1007%2fs10489-022-04217-5&partnerID=40&md5=b76e8bb8f62989104e94e8f12f6ca76b,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85141744916
Shahar T.; Brafman R.I.,"Shahar, Tal (58683072200); Brafman, Ronen I. (7003389329)",58683072200; 7003389329,Reinforcement Learning n RDPs by Combining Deep RL with Automata Learning,2023,Frontiers in Artificial Intelligence and Applications,372,,,2097,2104,7,0,10.3233/FAIA230504,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175786773&doi=10.3233%2fFAIA230504&partnerID=40&md5=84f2aa02f928a7ace61812a38d70a38b,Conference paper,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85175786773
Sun C.; Yang W.; Jiralerspong T.; Malenfant D.; Alsbury-Nealy B.; Bengio Y.; Richards B.,"Sun, Chen (56739560000); Yang, Wannan (57216342329); Jiralerspong, Thomas (57928733500); Malenfant, Dane (57610816900); Alsbury-Nealy, Benjamin (57939126900); Bengio, Yoshua (7003958245); Richards, Blake (14626760300)",56739560000; 57216342329; 57928733500; 57610816900; 57939126900; 7003958245; 14626760300,Contrastive Retrospection: honing in on critical steps for rapid learning and generalization in RL,2023,Advances in Neural Information Processing Systems,36,,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191180239&partnerID=40&md5=99e99e035a047a2e8caf2b797e6d4fb0,Conference paper,Final,,Scopus,2-s2.0-85191180239
Mavridis C.N.; Baras J.S.,"Mavridis, Christos N. (57205378548); Baras, John S. (7006833292)",57205378548; 7006833292,Annealing Optimization for Progressive Learning With Stochastic Approximation,2023,IEEE Transactions on Automatic Control,68,5,,2862,2874,12,5,10.1109/TAC.2022.3232706,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146243985&doi=10.1109%2fTAC.2022.3232706&partnerID=40&md5=9a6f4eed2af51eff01afae2d6c1e43a0,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85146243985
Guo J.; Zhang R.; Peng S.; Yi Q.; Hu X.; Chen R.; Du Z.; Zhang X.; Li L.; Guo Q.; Chen Y.,"Guo, Jiaming (57217017268); Zhang, Rui (57221190611); Peng, Shaohui (57210796212); Yi, Qi (57226594366); Hu, Xing (55496272800); Chen, Ruizhi (57204640949); Du, Zidong (56104391100); Zhang, Xishan (55849604600); Li, Ling (55587864300); Guo, Qi (56535724000); Chen, Yunji (13006588800)",57217017268; 57221190611; 57210796212; 57226594366; 55496272800; 57204640949; 56104391100; 55849604600; 55587864300; 56535724000; 13006588800,Efficient Symbolic Policy Learning with Differentiable Symbolic Expression,2023,Advances in Neural Information Processing Systems,36,,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191173458&partnerID=40&md5=57c22197fa511bddb261ee270a1780e3,Conference paper,Final,,Scopus,2-s2.0-85191173458
Bekkemoen Y.; Langseth H.,"Bekkemoen, Yanzhe (57224536536); Langseth, Helge (6603949028)",57224536536; 6603949028,ASAP: Attention-Based State Space Abstraction for Policy Summarization,2023,Proceedings of Machine Learning Research,222,,,137,152,15,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189633203&partnerID=40&md5=c1a4520b1d0fe88e352ab3b44d9f1e9b,Conference paper,Final,,Scopus,2-s2.0-85189633203
Li X.; Liu H.; Li C.; Chen G.; Zhang C.; Dong Z.Y.,"Li, Xiangyu (57222573847); Liu, Hangyue (57222464124); Li, Chaojie (57202605973); Chen, Guo (56278648500); Zhang, Cuo (57191096180); Dong, Zhao Yang (56608244300)",57222573847; 57222464124; 57202605973; 56278648500; 57191096180; 56608244300,Deep Reinforcement Learning-Based Explainable Pricing Policy for Virtual Storage Rental Service,2023,IEEE Transactions on Smart Grid,14,6,,4373,4384,11,6,10.1109/TSG.2023.3253140,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151343736&doi=10.1109%2fTSG.2023.3253140&partnerID=40&md5=d5d52186ecfb292cb3c85ff19fc513ba,Article,Final,,Scopus,2-s2.0-85151343736
Hickling T.; Aouf N.; Spencer P.,"Hickling, Thomas (57748611700); Aouf, Nabil (6701328543); Spencer, Phillippa (57197959657)",57748611700; 6701328543; 57197959657,Robust Adversarial Attacks Detection Based on Explainable Deep Reinforcement Learning for UAV Guidance and Planning,2023,IEEE Transactions on Intelligent Vehicles,8,10,,4381,4394,13,15,10.1109/TIV.2023.3296227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165326408&doi=10.1109%2fTIV.2023.3296227&partnerID=40&md5=600b31c860f643e4c46b2fb9beaecac5,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85165326408
Sokolovsky A.; Arnaboldi L.,"Sokolovsky, Artur (57219628219); Arnaboldi, Luca (57195928873)",57219628219; 57195928873,A generic methodology for the statistically uniform & comparable evaluation of Automated Trading Platform components,2023,Expert Systems with Applications,223,,119836,,,,0,10.1016/j.eswa.2023.119836,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150249736&doi=10.1016%2fj.eswa.2023.119836&partnerID=40&md5=e94e3950f9f95dbf1e7faa992eb00ae0,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85150249736
Wei Y.; Zhang H.; Wang Y.; Huang C.,"Wei, Yujie (57939607400); Zhang, Hongpeng (57214206292); Wang, Yuan (57191746525); Huang, Changqiang (16022043900)",57939607400; 57214206292; 57191746525; 16022043900,Maneuver Decision-Making through Automatic Curriculum Reinforcement Learning without Handcrafted Reward Functions,2023,Applied Sciences (Switzerland),13,16,9421,,,,0,10.3390/app13169421,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169109022&doi=10.3390%2fapp13169421&partnerID=40&md5=2c95b80bb05e38d27b24c03dd7efc0ca,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85169109022
Candela E.; Doustaly O.; Parada L.; Feng F.; Demiris Y.; Angeloudis P.,"Candela, Eduardo (57209599626); Doustaly, Olivier (58196853500); Parada, Leandro (57567495000); Feng, Felix (58196599500); Demiris, Yiannis (6506125343); Angeloudis, Panagiotis (13403492800)",57209599626; 58196853500; 57567495000; 58196599500; 6506125343; 13403492800,Risk-aware controller for autonomous vehicles using model-based collision prediction and reinforcement learning,2023,Artificial Intelligence,320,,103923,,,,6,10.1016/j.artint.2023.103923,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153580396&doi=10.1016%2fj.artint.2023.103923&partnerID=40&md5=34eb6d2778868319a455746d4940f9e3,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85153580396
Sztyber-Betley A.; Kołodziej F.; Betley J.; Duszak P.,"Sztyber-Betley, Anna (56459019500); Kołodziej, Filip (58664606200); Betley, Jan (57204807102); Duszak, Piotr (57211178862)",56459019500; 58664606200; 57204807102; 57211178862,BridgeHand2Vec Bridge Hand Representation,2023,Frontiers in Artificial Intelligence and Applications,372,,,2274,2281,7,0,10.3233/FAIA230526,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175873153&doi=10.3233%2fFAIA230526&partnerID=40&md5=b12efce4cd81358cab35a89963720035,Conference paper,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85175873153
Zhu Y.; Yin X.; Chen C.,"Zhu, Yuanyang (57222960721); Yin, Xiao (57561460100); Chen, Chunlin (24729216100)",57222960721; 57561460100; 24729216100,Extracting Decision Tree From Trained Deep Reinforcement Learning in Traffic Signal Control,2023,IEEE Transactions on Computational Social Systems,10,4,,1997,2007,10,5,10.1109/TCSS.2022.3225362,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144808201&doi=10.1109%2fTCSS.2022.3225362&partnerID=40&md5=e6afdc6700764c926c0f1257681a6c47,Article,Final,,Scopus,2-s2.0-85144808201
Li Y.; Chen H.; Li Y.; Li L.; Yu P.S.; Xu G.,"Li, Yicong (57222069163); Chen, Hongxu (57213704736); Li, Yile (57360070900); Li, Lin (56111424200); Yu, Philip S. (7402366049); Xu, Guandong (8987733300)",57222069163; 57213704736; 57360070900; 56111424200; 7402366049; 8987733300,Reinforcement Learning Based Path Exploration for Sequential Explainable Recommendation,2023,IEEE Transactions on Knowledge and Data Engineering,35,11,,11801,11814,13,9,10.1109/TKDE.2023.3237741,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147311769&doi=10.1109%2fTKDE.2023.3237741&partnerID=40&md5=8eef00746951e5ba82a1582eeccfd439,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85147311769
Bouton A.; Gao Y.,"Bouton, Arthur (57190122308); Gao, Yang (55731300900)",57190122308; 55731300900,MARCEL: Mobile active rover chassis for enhanced locomotion,2023,Journal of Field Robotics,40,6,,1504,1524,20,1,10.1002/rob.22188,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158153441&doi=10.1002%2frob.22188&partnerID=40&md5=12e4b5cfaee63e38fa2430713083bfdd,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85158153441
Li M.; Zhu J.; Yang X.; Yang Y.; Gao Q.; Wang H.,"Li, Miaomiao (57403405000); Zhu, Jiaqi (55704653300); Yang, Xin (57195236736); Yang, Yi (57221525140); Gao, Qiang (57195414430); Wang, Hongan (57202272600)",57403405000; 55704653300; 57195236736; 57221525140; 57195414430; 57202272600,CL-WSTC: Continual Learning for Weakly Supervised Text Classification on the Internet,2023,"ACM Web Conference 2023 - Proceedings of the World Wide Web Conference, WWW 2023",,,,1489,1499,10,3,10.1145/3543507.3583249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159337150&doi=10.1145%2f3543507.3583249&partnerID=40&md5=6d98101439bd429844c23bdcc53ae597,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85159337150
Persiani M.; Hellström T.,"Persiani, Michele (57202026166); Hellström, Thomas (55926741800)",57202026166; 55926741800,Policy regularization for legible behavior,2023,Neural Computing and Applications,35,23,,16781,16790,9,0,10.1007/s00521-022-07942-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140636891&doi=10.1007%2fs00521-022-07942-7&partnerID=40&md5=eff4b17df283ed7ec0914da6bbcc8beb,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85140636891
,,,"AIABI 2023 - Proceedings of the 3rd Italian Workshop on Artificial Intelligence and Applications for Business and Industries, co-located with 22nd International Conference of the Italian Association for Artificial Intelligence, AI*IA 2023",2023,CEUR Workshop Proceedings,3650,,,,,79,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188430589&partnerID=40&md5=1748c1e4c0c5440055e69a866ce83d20,Conference review,Final,,Scopus,2-s2.0-85188430589
Chen B.; Song J.; Xie J.; Zhang J.,"Chen, Bin (58729577700); Song, Jiechong (57326259300); Xie, Jingfen (57222904616); Zhang, Jian (56459724700)",58729577700; 57326259300; 57222904616; 56459724700,Deep Physics-Guided Unrolling Generalization for Compressed Sensing,2023,International Journal of Computer Vision,131,11,,2864,2887,23,1,10.1007/s11263-023-01814-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163952947&doi=10.1007%2fs11263-023-01814-w&partnerID=40&md5=67ab9cdff3e730fbd304ba1330cb9e8e,Article,Final,,Scopus,2-s2.0-85163952947
Zhao G.; Ying F.; Pang Z.; Liu H.,"Zhao, Guoquan (58555033600); Ying, Fengkang (57423862700); Pang, Zuowei (58555033700); Liu, Huashan (35424180600)",58555033600; 57423862700; 58555033700; 35424180600,Robotic motion planning with obstacle avoidance based on hierarchical deep reinforcement learning,2023,ACM International Conference Proceeding Series,,,,108,112,4,0,10.1145/3598151.3598170,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169113350&doi=10.1145%2f3598151.3598170&partnerID=40&md5=8cea190e1f2b4e59611bcc1513f1f1e7,Conference paper,Final,,Scopus,2-s2.0-85169113350
Allen J.F.; Schmidt S.; Gabriel S.A.,"Allen, Julia Filiberti (58184232100); Schmidt, Steve (57223814081); Gabriel, Steven A. (7202104133)",58184232100; 57223814081; 7202104133,Uncovering Strategies and Commitment Through Machine Learning System Introspection,2023,SN Computer Science,4,4,322,,,,1,10.1007/s42979-023-01747-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152535722&doi=10.1007%2fs42979-023-01747-8&partnerID=40&md5=fbc232370d9f548a44c112b77e0dd851,Article,Final,,Scopus,2-s2.0-85152535722
Engelhardt R.C.; Oedingen M.; Lange M.; Wiskott L.; Konen W.,"Engelhardt, Raphael C. (58160841500); Oedingen, Marc (58411941600); Lange, Moritz (58585609200); Wiskott, Laurenz (55933700500); Konen, Wolfgang (7005421246)",58160841500; 58411941600; 58585609200; 55933700500; 7005421246,Iterative Oblique Decision Trees Deliver Explainable RL Models,2023,Algorithms,16,6,282,,,,3,10.3390/a16060282,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163757940&doi=10.3390%2fa16060282&partnerID=40&md5=acf154584e592820a18c0fe9aff12665,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85163757940
Wang L.; Fernandez C.; Stiller C.,"Wang, Lingguang (57221637258); Fernandez, Carlos (55958158000); Stiller, Christoph (7102694878)",57221637258; 55958158000; 7102694878,Learning Safe and Human-Like High-Level Decisions for Unsignalized Intersections From Naturalistic Human Driving Trajectories,2023,IEEE Transactions on Intelligent Transportation Systems,24,11,,12477,12490,13,0,10.1109/TITS.2023.3286454,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163483649&doi=10.1109%2fTITS.2023.3286454&partnerID=40&md5=a423a6603f11f3f005684a2ae1bcc643,Article,Final,,Scopus,2-s2.0-85163483649
Lauri J.; Dutta S.; Grassia M.; Ajwani D.,"Lauri, Juho (57212148764); Dutta, Sourav (7402667204); Grassia, Marco (57203899835); Ajwani, Deepak (12646018400)",57212148764; 7402667204; 57203899835; 12646018400,Learning fine-grained search space pruning and heuristics for combinatorial optimization,2023,Journal of Heuristics,29,2-3,,313,347,34,2,10.1007/s10732-023-09512-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158083429&doi=10.1007%2fs10732-023-09512-z&partnerID=40&md5=6ffb3aad4c344889f267dfbdbedb68ab,Article,Final,,Scopus,2-s2.0-85158083429
Zhong J.; He Z.; Wang J.; Xie J.,"Zhong, Jiaming (57205550198); He, Zhaocheng (9943862200); Wang, Jiawei (57216909608); Xie, Jiemin (57199944825)",57205550198; 9943862200; 57216909608; 57199944825,A Hierarchical Framework for Passenger Inflow Control in Metro System With Reinforcement Learning,2023,IEEE Transactions on Intelligent Transportation Systems,24,10,,10895,10911,16,0,10.1109/TITS.2023.3274817,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160253741&doi=10.1109%2fTITS.2023.3274817&partnerID=40&md5=5f6ec3425f5d9147703da98798ef516d,Article,Final,,Scopus,2-s2.0-85160253741
Fashandi H.,"Fashandi, Homa (58349127000)",58349127000,Neural module networks: A review,2023,Neurocomputing,552,,126518,,,,0,10.1016/j.neucom.2023.126518,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166471113&doi=10.1016%2fj.neucom.2023.126518&partnerID=40&md5=7c7b8b58e9fcd16cb1fdae7ac36d543d,Short survey,Final,,Scopus,2-s2.0-85166471113
Abate A.; Almulla Y.; Fox J.; Hyland D.; Wooldridge M.,"Abate, Alessandro (56819871700); Almulla, Yousif (57870364700); Fox, James (57212493663); Hyland, David (57869918800); Wooldridge, Michael (56800190200)",56819871700; 57870364700; 57212493663; 57869918800; 56800190200,Learning Task Automata for Reinforcement Learning Using Hidden Markov Models,2023,Frontiers in Artificial Intelligence and Applications,372,,,3,10,7,0,10.3233/FAIA230247,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175793034&doi=10.3233%2fFAIA230247&partnerID=40&md5=798517f668227817bd0b9913e00f6ced,Conference paper,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85175793034
Luss R.; Dhurandhar A.; Liu M.,"Luss, Ronny (25630866500); Dhurandhar, Amit (13610030000); Liu, Miao (58738544100)",25630866500; 13610030000; 58738544100,Local Explanations for Reinforcement Learning,2023,"Proceedings of the 37th AAAI Conference on Artificial Intelligence, AAAI 2023",37,,,9002,9010,8,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168235082&partnerID=40&md5=c313c1cd48166cb95253bb0d85afea24,Conference paper,Final,,Scopus,2-s2.0-85168235082
Eva B.; Ried K.; Müller T.; Briegel H.J.,"Eva, Benjamin (57113453000); Ried, Katja (56567952200); Müller, Thomas (57214160674); Briegel, Hans J. (7005581254)",57113453000; 56567952200; 57214160674; 7005581254,How a Minimal Learning Agent can Infer the Existence of Unobserved Variables in a Complex Environment,2023,Minds and Machines,33,1,,185,219,34,2,10.1007/s11023-022-09619-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145044277&doi=10.1007%2fs11023-022-09619-5&partnerID=40&md5=c0f9a16b26c298f8c241399b23b196af,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85145044277
Nikopensius G.; Mayank M.; Phukan O.C.; Sharma R.,"Nikopensius, Gustav (58666458900); Mayank, Mohit (57226472079); Phukan, Orchid Chetia (58096176100); Sharma, Rajesh (57209887319)",58666458900; 57226472079; 58096176100; 57209887319,Reinforcement Learning-based Knowledge Graph Reasoning for Explainable Fact-checking,2023,"Proceedings of the 2023 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2023",,,,164,170,6,1,10.1145/3625007.3627593,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177799197&doi=10.1145%2f3625007.3627593&partnerID=40&md5=6980fbbedbd177779d1ad401ba181e1a,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85177799197
